<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2024.02.23	16:36:01.916		1.64884			4
2024.02.23	16:36:02.027	1.64864				2
2024.02.23	16:36:02.146	1.64866				2
2024.02.23	16:36:02.249	1.64864				2
2024.02.23	16:36:02.350		1.64883			4
2024.02.23	16:36:02.553	1.64862	1.64885			6
2024.02.23	16:36:02.756		1.64883			4
2024.02.23	16:36:02.861		1.64881			4
2024.02.23	16:36:03.077	1.64859	1.64880			6
2024.02.23	16:36:03.182	1.64860				2
2024.02.23	16:36:03.506		1.64881			4
2024.02.23	16:36:03.992		1.64883			4
2024.02.23	16:36:04.106		1.64881			4
2024.02.23	16:36:04.441	1.64861				2
2024.02.23	16:36:04.665	1.64860				2
2024.02.23	16:36:04.993	1.64861				2
2024.02.23	16:36:05.329	1.64860	1.64877			6
2024.02.23	16:36:05.430	1.64857	1.64878			6
2024.02.23	16:36:05.557		1.64877			4
2024.02.23	16:36:05.668	1.64851	1.64866			6
2024.02.23	16:36:05.767	1.64847				2
2024.02.23	16:36:05.869	1.64848				2
2024.02.23	16:36:05.982		1.64865			4
2024.02.23	16:36:07.262		1.64864			4
2024.02.23	16:36:07.780	1.64846				2
2024.02.23	16:36:07.881	1.64848				2
2024.02.23	16:36:07.992	1.64847				2
2024.02.23	16:36:08.224	1.64848				2
2024.02.23	16:36:09.521	1.64847				2
2024.02.23	16:36:09.626	1.64845				2
2024.02.23	16:36:10.169	1.64848	1.64865			6
2024.02.23	16:36:10.269	1.64850	1.64870			6
2024.02.23	16:36:10.486	1.64847	1.64866			6
2024.02.23	16:36:10.584	1.64845				2
2024.02.23	16:36:10.812	1.64843				2
2024.02.23	16:36:11.026		1.64865			4
2024.02.23	16:36:11.135	1.64845	1.64866			6
2024.02.23	16:36:11.245		1.64867			4
2024.02.23	16:36:11.452	1.64843				2
2024.02.23	16:36:11.671		1.64866			4
2024.02.23	16:36:12.305	1.64844				2
2024.02.23	16:36:14.079	1.64843				2
2024.02.23	16:36:14.187		1.64865			4
2024.02.23	16:36:15.027		1.64866			4
2024.02.23	16:36:15.127	1.64844				2
2024.02.23	16:36:15.470		1.64865			4
2024.02.23	16:36:15.572	1.64843				2
2024.02.23	16:36:15.682		1.64864			4
2024.02.23	16:36:16.357		1.64866			4
2024.02.23	16:36:16.458		1.64864			4
2024.02.23	16:36:16.604	1.64847	1.64866			6
2024.02.23	16:36:16.705	1.64844	1.64863			6
2024.02.23	16:36:16.816	1.64843	1.64864			6
2024.02.23	16:36:16.918		1.64865			4
2024.02.23	16:36:17.020		1.64864			4
2024.02.23	16:36:17.129	1.64842	1.64862			6
2024.02.23	16:36:17.231		1.64859			4
2024.02.23	16:36:17.334	1.64839				2
2024.02.23	16:36:17.593	1.64838				2
2024.02.23	16:36:17.695	1.64837				2
2024.02.23	16:36:17.795	1.64840	1.64861			6
2024.02.23	16:36:17.899	1.64841				2
2024.02.23	16:36:18.010		1.64862			4
2024.02.23	16:36:18.117		1.64864			4
2024.02.23	16:36:18.224	1.64843				2
2024.02.23	16:36:18.329	1.64842				2
2024.02.23	16:36:18.446	1.64841	1.64862			6
2024.02.23	16:36:18.548	1.64839				2
2024.02.23	16:36:18.759	1.64840				2
2024.02.23	16:36:18.862		1.64861			4
2024.02.23	16:36:18.970	1.64838	1.64860			6
2024.02.23	16:36:19.276		1.64859			4
2024.02.23	16:36:19.492	1.64837	1.64857			6
2024.02.23	16:36:19.597	1.64838				2
2024.02.23	16:36:19.737		1.64859			4
2024.02.23	16:36:19.845	1.64837	1.64857			6
2024.02.23	16:36:20.820	1.64838				2
2024.02.23	16:36:20.967	1.64839				2
2024.02.23	16:36:21.075	1.64840				2
2024.02.23	16:36:21.178	1.64839	1.64860			6
2024.02.23	16:36:21.492		1.64857			4
2024.02.23	16:36:21.597	1.64838	1.64859			6
2024.02.23	16:36:22.114		1.64860			4
2024.02.23	16:36:22.651		1.64858			4
2024.02.23	16:36:22.756	1.64837				2
2024.02.23	16:36:22.860		1.64857			4
2024.02.23	16:36:22.962	1.64838				2
2024.02.23	16:36:23.063	1.64837				2
2024.02.23	16:36:23.265		1.64858			4
2024.02.23	16:36:23.611	1.64836	1.64857			6
2024.02.23	16:36:23.718		1.64859			4
2024.02.23	16:36:24.038	1.64838	1.64858			6
2024.02.23	16:36:24.141	1.64837				2
2024.02.23	16:36:24.618	1.64838				2
2024.02.23	16:36:24.723	1.64837				2
2024.02.23	16:36:24.925		1.64859			4
2024.02.23	16:36:25.143	1.64840	1.64861			6
2024.02.23	16:36:25.344	1.64841	1.64862			6
2024.02.23	16:36:25.459	1.64842				2
2024.02.23	16:36:25.577		1.64863			4
2024.02.23	16:36:25.684	1.64840				2
2024.02.23	16:36:25.790		1.64861			4
2024.02.23	16:36:25.891	1.64841				2
2024.02.23	16:36:26.096	1.64840				2
2024.02.23	16:36:26.203	1.64839				2
2024.02.23	16:36:26.315	1.64838	1.64860			6
2024.02.23	16:36:26.423	1.64839	1.64861			6
2024.02.23	16:36:26.521		1.64862			4
2024.02.23	16:36:26.622	1.64838	1.64859			6
2024.02.23	16:36:26.731	1.64840				2
2024.02.23	16:36:26.841		1.64861			4
2024.02.23	16:36:27.335	1.64839				2
2024.02.23	16:36:27.786	1.64840				2
2024.02.23	16:36:28.113	1.64841				2
2024.02.23	16:36:28.222		1.64862			4
2024.02.23	16:36:28.325	1.64843	1.64865			6
2024.02.23	16:36:28.532	1.64844				2
2024.02.23	16:36:28.763		1.64864			4
2024.02.23	16:36:29.000	1.64843	1.64866			6
2024.02.23	16:36:29.103	1.64845	1.64865			6
2024.02.23	16:36:29.204		1.64866			4
2024.02.23	16:36:29.525		1.64865			4
2024.02.23	16:36:29.632	1.64843	1.64866			6
2024.02.23	16:36:29.735		1.64862			4
2024.02.23	16:36:29.837	1.64839	1.64861			6
2024.02.23	16:36:29.947		1.64860			4
2024.02.23	16:36:30.059		1.64862			4
2024.02.23	16:36:30.165		1.64861			4
2024.02.23	16:36:30.270	1.64840	1.64863			6
2024.02.23	16:36:30.371		1.64861			4
2024.02.23	16:36:30.471		1.64862			4
2024.02.23	16:36:31.212		1.64863			4
2024.02.23	16:36:31.465	1.64841				2
2024.02.23	16:36:31.914	1.64840	1.64862			6
2024.02.23	16:36:32.017	1.64839				2
2024.02.23	16:36:32.120	1.64840				2
2024.02.23	16:36:32.331	1.64839				2
2024.02.23	16:36:32.671	1.64840				2
2024.02.23	16:36:33.721	1.64834	1.64856			6
2024.02.23	16:36:34.147		1.64855			4
2024.02.23	16:36:34.368	1.64835	1.64856			6
2024.02.23	16:36:34.492		1.64855			4
2024.02.23	16:36:34.929	1.64840				2
2024.02.23	16:36:35.028	1.64842	1.64862			6
2024.02.23	16:36:35.127	1.64841				2
2024.02.23	16:36:35.271	1.64842	1.64864			6
2024.02.23	16:36:35.371		1.64862			4
2024.02.23	16:36:35.643		1.64864			4
2024.02.23	16:36:35.827		1.64863			4
2024.02.23	16:36:35.951		1.64864			4
2024.02.23	16:36:36.053	1.64841	1.64863			6
2024.02.23	16:36:36.270	1.64842				2
2024.02.23	16:36:36.544		1.64862			4
2024.02.23	16:36:36.775		1.64863			4
2024.02.23	16:36:37.069	1.64841				2
2024.02.23	16:36:37.177		1.64862			4
2024.02.23	16:36:37.783	1.64842				2
2024.02.23	16:36:37.926	1.64839	1.64857			6
2024.02.23	16:36:38.027	1.64832	1.64851			6
2024.02.23	16:36:38.130	1.64830	1.64852			6
2024.02.23	16:36:38.340	1.64836	1.64856			6
2024.02.23	16:36:38.443		1.64857			4
2024.02.23	16:36:38.658	1.64835				2
2024.02.23	16:36:38.785		1.64855			4
2024.02.23	16:36:38.891		1.64856			4
2024.02.23	16:36:38.997	1.64837	1.64860			6
2024.02.23	16:36:39.093	1.64836	1.64859			6
2024.02.23	16:36:39.475	1.64835	1.64854			6
2024.02.23	16:36:39.581	1.64832				2
2024.02.23	16:36:39.803		1.64853			4
2024.02.23	16:36:39.903	1.64833	1.64854			6
2024.02.23	16:36:40.005	1.64831				2
2024.02.23	16:36:40.109		1.64848			4
2024.02.23	16:36:40.212		1.64849			4
2024.02.23	16:36:40.366	1.64830				2
2024.02.23	16:36:40.469	1.64832	1.64853			6
2024.02.23	16:36:40.575	1.64831	1.64852			6
2024.02.23	16:36:40.680	1.64832	1.64853			6
2024.02.23	16:36:40.916	1.64833	1.64851			6
2024.02.23	16:36:41.020	1.64831	1.64850			6
2024.02.23	16:36:41.367		1.64851			4
2024.02.23	16:36:41.482	1.64832				2
2024.02.23	16:36:41.688		1.64852			4
2024.02.23	16:36:41.822	1.64833	1.64851			6
2024.02.23	16:36:41.926	1.64832				2
2024.02.23	16:36:43.194		1.64850			4
2024.02.23	16:36:43.566	1.64830				2
2024.02.23	16:36:43.687		1.64851			4
2024.02.23	16:36:44.135		1.64850			4
2024.02.23	16:36:44.249		1.64851			4
2024.02.23	16:36:44.351		1.64849			4
2024.02.23	16:36:44.450		1.64851			4
2024.02.23	16:36:45.490		1.64850			4
2024.02.23	16:36:45.592	1.64831	1.64852			6
2024.02.23	16:36:45.694		1.64850			4
2024.02.23	16:36:45.932	1.64830				2
2024.02.23	16:36:46.139		1.64851			4
2024.02.23	16:36:47.088		1.64850			4
2024.02.23	16:36:47.192	1.64829				2
2024.02.23	16:36:47.297		1.64852			4
2024.02.23	16:36:47.404		1.64851			4
2024.02.23	16:36:47.620	1.64831				2
2024.02.23	16:36:47.989	1.64830				2
2024.02.23	16:36:48.969	1.64828	1.64850			6
2024.02.23	16:36:49.093	1.64827	1.64849			6
2024.02.23	16:36:49.309	1.64828				2
2024.02.23	16:36:49.591	1.64827				2
2024.02.23	16:36:49.818	1.64828				2
2024.02.23	16:36:49.954	1.64827				2
2024.02.23	16:36:50.592	1.64826	1.64846			6
2024.02.23	16:36:51.027	1.64825				2
2024.02.23	16:36:51.557	1.64826				2
2024.02.23	16:36:51.925		1.64845			4
2024.02.23	16:36:52.531	1.64820	1.64842			6
2024.02.23	16:36:52.635	1.64824	1.64844			6
2024.02.23	16:36:52.743	1.64823				2
2024.02.23	16:36:52.946	1.64824				2
2024.02.23	16:36:53.061	1.64822	1.64840			6
2024.02.23	16:36:53.164	1.64821	1.64842			6
2024.02.23	16:36:53.261	1.64822	1.64841			6
2024.02.23	16:36:53.365	1.64818	1.64839			6
2024.02.23	16:36:53.479		1.64837			4
2024.02.23	16:36:53.591	1.64817				2
2024.02.23	16:36:53.697	1.64818	1.64835			6
2024.02.23	16:36:53.798	1.64813	1.64832			6
2024.02.23	16:36:54.000	1.64811	1.64831			6
2024.02.23	16:36:54.213	1.64812				2
2024.02.23	16:36:54.422	1.64813	1.64832			6
2024.02.23	16:36:55.087	1.64812	1.64831			6
2024.02.23	16:36:55.201		1.64832			4
2024.02.23	16:36:55.416	1.64810	1.64830			6
2024.02.23	16:36:55.700		1.64829			4
2024.02.23	16:36:55.815	1.64811	1.64830			6
2024.02.23	16:36:56.279	1.64812	1.64831			6
2024.02.23	16:36:57.114		1.64830			4
2024.02.23	16:36:57.248	1.64813	1.64832			6
2024.02.23	16:36:57.376		1.64831			4
2024.02.23	16:36:57.483	1.64812	1.64832			6
2024.02.23	16:36:57.590	1.64813				2
2024.02.23	16:36:57.692	1.64811				2
2024.02.23	16:36:57.821		1.64831			4
2024.02.23	16:36:57.920	1.64810				2
2024.02.23	16:36:58.023	1.64808	1.64829			6
2024.02.23	16:36:58.233	1.64809				2
2024.02.23	16:36:58.336		1.64830			4
2024.02.23	16:36:58.566	1.64808	1.64829			6
2024.02.23	16:36:58.695	1.64809				2
2024.02.23	16:36:59.875	1.64808				2
2024.02.23	16:37:00.090	1.64806	1.64823			6
2024.02.23	16:37:00.196	1.64801	1.64822			6
2024.02.23	16:37:00.303	1.64804	1.64824			6
2024.02.23	16:37:00.507		1.64826			4
2024.02.23	16:37:00.608		1.64825			4
2024.02.23	16:37:00.725	1.64801	1.64822			6
2024.02.23	16:37:00.825	1.64800	1.64818			6
2024.02.23	16:37:00.963	1.64799	1.64819			6
2024.02.23	16:37:01.075		1.64818			4
2024.02.23	16:37:01.284	1.64800	1.64819			6
2024.02.23	16:37:01.388	1.64799				2
2024.02.23	16:37:01.490		1.64816			4
2024.02.23	16:37:01.605	1.64798				2
2024.02.23	16:37:01.815	1.64800	1.64819			6
2024.02.23	16:37:01.916		1.64822			4
2024.02.23	16:37:02.028	1.64802				2
2024.02.23	16:37:02.303	1.64801	1.64820			6
2024.02.23	16:37:02.408	1.64800				2
2024.02.23	16:37:02.515		1.64821			4
2024.02.23	16:37:02.615	1.64799				2
2024.02.23	16:37:02.716		1.64820			4
2024.02.23	16:37:02.821	1.64801	1.64821			6
2024.02.23	16:37:02.924	1.64802	1.64822			6
2024.02.23	16:37:03.161		1.64821			4
2024.02.23	16:37:03.261	1.64806	1.64822			6
2024.02.23	16:37:03.465	1.64805	1.64823			6
2024.02.23	16:37:03.566	1.64806	1.64824			6
2024.02.23	16:37:03.666	1.64805				2
2024.02.23	16:37:03.768	1.64806	1.64823			6
2024.02.23	16:37:03.870	1.64804	1.64824			6
2024.02.23	16:37:03.971	1.64805	1.64825			6
2024.02.23	16:37:04.073		1.64826			4
2024.02.23	16:37:04.174	1.64806				2
2024.02.23	16:37:04.500	1.64809	1.64829			6
2024.02.23	16:37:04.603	1.64814	1.64832			6
2024.02.23	16:37:04.709	1.64813				2
2024.02.23	16:37:04.820		1.64833			4
2024.02.23	16:37:04.923		1.64831			4
2024.02.23	16:37:05.024	1.64811				2
2024.02.23	16:37:05.130	1.64813	1.64832			6
2024.02.23	16:37:05.232		1.64833			4
2024.02.23	16:37:05.333	1.64811				2
2024.02.23	16:37:05.437		1.64832			4
2024.02.23	16:37:05.537	1.64813				2
2024.02.23	16:37:05.647	1.64811				2
2024.02.23	16:37:05.750	1.64812				2
2024.02.23	16:37:06.022	1.64813				2
2024.02.23	16:37:06.138	1.64814				2
2024.02.23	16:37:06.354	1.64813				2
2024.02.23	16:37:06.483	1.64814	1.64833			6
2024.02.23	16:37:06.583		1.64834			4
2024.02.23	16:37:07.318		1.64833			4
2024.02.23	16:37:07.427	1.64810	1.64829			6
2024.02.23	16:37:07.527	1.64811				2
2024.02.23	16:37:07.626	1.64812				2
2024.02.23	16:37:07.727	1.64811				2
2024.02.23	16:37:07.827	1.64810				2
2024.02.23	16:37:07.927	1.64809				2
2024.02.23	16:37:08.349	1.64810				2
2024.02.23	16:37:08.581	1.64811				2
2024.02.23	16:37:08.809	1.64812	1.64830			6
2024.02.23	16:37:08.911	1.64813	1.64831			6
2024.02.23	16:37:09.014	1.64811				2
2024.02.23	16:37:09.121		1.64832			4
2024.02.23	16:37:09.335	1.64812				2
2024.02.23	16:37:09.434	1.64810	1.64831			6
2024.02.23	16:37:10.167	1.64809				2
2024.02.23	16:37:10.424	1.64805	1.64824			6
2024.02.23	16:37:10.533	1.64807				2
2024.02.23	16:37:10.657	1.64805				2
2024.02.23	16:37:10.889		1.64823			4
2024.02.23	16:37:10.991	1.64804				2
2024.02.23	16:37:11.193	1.64805	1.64825			6
2024.02.23	16:37:11.294	1.64804				2
2024.02.23	16:37:11.611	1.64807	1.64826			6
2024.02.23	16:37:11.715	1.64804				2
2024.02.23	16:37:12.147		1.64825			4
2024.02.23	16:37:12.512		1.64826			4
2024.02.23	16:37:14.614	1.64800	1.64821			6
2024.02.23	16:37:14.761	1.64803				2
2024.02.23	16:37:14.865		1.64820			4
2024.02.23	16:37:14.968	1.64799				2
2024.02.23	16:37:15.275	1.64798				2
2024.02.23	16:37:15.397	1.64799				2
2024.02.23	16:37:15.513		1.64821			4
2024.02.23	16:37:15.617	1.64801				2
2024.02.23	16:37:15.740	1.64802	1.64822			6
2024.02.23	16:37:15.954	1.64803	1.64821			6
2024.02.23	16:37:16.202		1.64822			4
2024.02.23	16:37:16.443		1.64820			4
2024.02.23	16:37:16.690	1.64801	1.64819			6
2024.02.23	16:37:16.790		1.64820			4
2024.02.23	16:37:17.151		1.64821			4
2024.02.23	16:37:17.983	1.64799				2
2024.02.23	16:37:18.174		1.64820			4
2024.02.23	16:37:18.582	1.64798	1.64817			6
2024.02.23	16:37:18.685	1.64796	1.64816			6
2024.02.23	16:37:18.837	1.64797	1.64817			6
2024.02.23	16:37:19.085	1.64799	1.64819			6
2024.02.23	16:37:19.289	1.64801				2
2024.02.23	16:37:19.600	1.64800				2
2024.02.23	16:37:19.835	1.64801				2
2024.02.23	16:37:19.941	1.64799				2
2024.02.23	16:37:20.324	1.64800				2
2024.02.23	16:37:20.642	1.64801				2
2024.02.23	16:37:20.745	1.64800				2
2024.02.23	16:37:20.957	1.64801				2
2024.02.23	16:37:21.087	1.64800				2
2024.02.23	16:37:21.402	1.64801	1.64820			6
2024.02.23	16:37:21.506		1.64821			4
2024.02.23	16:37:21.739	1.64800				2
2024.02.23	16:37:21.846		1.64820			4
2024.02.23	16:37:21.971	1.64799				2
2024.02.23	16:37:22.187		1.64819			4
2024.02.23	16:37:22.288		1.64820			4
2024.02.23	16:37:23.011	1.64801				2
2024.02.23	16:37:23.126	1.64803				2
2024.02.23	16:37:23.336	1.64801	1.64822			6
2024.02.23	16:37:23.438	1.64803				2
2024.02.23	16:37:23.541	1.64801				2
2024.02.23	16:37:23.647	1.64800				2
2024.02.23	16:37:23.759	1.64801				2
2024.02.23	16:37:23.875	1.64800	1.64821			6
2024.02.23	16:37:24.083	1.64799				2
2024.02.23	16:37:24.401	1.64801	1.64819			6
2024.02.23	16:37:24.502	1.64802	1.64821			6
2024.02.23	16:37:24.629		1.64823			4
2024.02.23	16:37:24.748	1.64803				2
2024.02.23	16:37:24.870		1.64822			4
2024.02.23	16:37:25.222	1.64804	1.64823			6
2024.02.23	16:37:25.335	1.64803				2
2024.02.23	16:37:25.441	1.64802	1.64821			6
2024.02.23	16:37:25.540	1.64801				2
2024.02.23	16:37:25.644	1.64800				2
2024.02.23	16:37:25.794	1.64801				2
2024.02.23	16:37:25.896	1.64803	1.64820			6
2024.02.23	16:37:26.114	1.64802				2
2024.02.23	16:37:26.217	1.64801				2
2024.02.23	16:37:26.351	1.64803	1.64821			6
2024.02.23	16:37:26.481	1.64805				2
2024.02.23	16:37:26.582		1.64822			4
2024.02.23	16:37:26.688	1.64806				2
2024.02.23	16:37:26.917		1.64825			4
2024.02.23	16:37:27.020		1.64826			4
2024.02.23	16:37:27.121		1.64825			4
2024.02.23	16:37:27.228	1.64803	1.64823			6
2024.02.23	16:37:27.333	1.64811	1.64828			6
2024.02.23	16:37:27.435	1.64808	1.64830			6
2024.02.23	16:37:27.582		1.64827			4
2024.02.23	16:37:28.028	1.64809				2
2024.02.23	16:37:28.140		1.64826			4
2024.02.23	16:37:28.350	1.64810				2
2024.02.23	16:37:28.451		1.64827			4
2024.02.23	16:37:28.760		1.64828			4
2024.02.23	16:37:28.991	1.64809				2
2024.02.23	16:37:29.311	1.64807	1.64826			6
2024.02.23	16:37:29.412	1.64809				2
2024.02.23	16:37:30.124		1.64827			4
2024.02.23	16:37:30.354	1.64805	1.64825			6
2024.02.23	16:37:30.569		1.64824			4
2024.02.23	16:37:30.778	1.64804				2
2024.02.23	16:37:31.006		1.64825			4
2024.02.23	16:37:31.214	1.64803				2
2024.02.23	16:37:31.357	1.64804				2
2024.02.23	16:37:31.459	1.64803				2
2024.02.23	16:37:31.561	1.64804				2
2024.02.23	16:37:31.837		1.64826			4
2024.02.23	16:37:32.065	1.64805				2
2024.02.23	16:37:32.604		1.64827			4
2024.02.23	16:37:32.882		1.64826			4
2024.02.23	16:37:33.732	1.64804				2
2024.02.23	16:37:35.765	1.64805				2
2024.02.23	16:37:36.072		1.64824			4
2024.02.23	16:37:36.276	1.64806				2
2024.02.23	16:37:36.492	1.64808	1.64825			6
2024.02.23	16:37:36.728	1.64807				2
2024.02.23	16:37:36.830		1.64824			4
2024.02.23	16:37:37.601	1.64806				2
2024.02.23	16:37:37.827	1.64807				2
2024.02.23	16:37:38.151	1.64803	1.64821			6
2024.02.23	16:37:38.253	1.64802	1.64818			6
2024.02.23	16:37:38.370	1.64799	1.64815			6
2024.02.23	16:37:38.471	1.64797	1.64813			6
2024.02.23	16:37:39.023	1.64796				2
2024.02.23	16:37:39.353	1.64797				2
2024.02.23	16:37:39.579	1.64795				2
2024.02.23	16:37:39.696	1.64796				2
2024.02.23	16:37:39.901	1.64794	1.64811			6
2024.02.23	16:37:40.002		1.64812			4
2024.02.23	16:37:40.104		1.64811			4
2024.02.23	16:37:40.204	1.64791				2
2024.02.23	16:37:40.508	1.64793	1.64810			6
2024.02.23	16:37:40.625		1.64811			4
2024.02.23	16:37:40.746		1.64810			4
2024.02.23	16:37:40.948	1.64791				2
2024.02.23	16:37:41.050		1.64809			4
2024.02.23	16:37:41.268	1.64790				2
2024.02.23	16:37:41.370	1.64791	1.64810			6
2024.02.23	16:37:41.596	1.64793				2
2024.02.23	16:37:42.191	1.64791				2
2024.02.23	16:37:42.590	1.64798	1.64816			6
2024.02.23	16:37:42.693		1.64817			4
2024.02.23	16:37:42.795		1.64816			4
2024.02.23	16:37:42.900		1.64817			4
2024.02.23	16:37:43.001	1.64797	1.64815			6
2024.02.23	16:37:43.108	1.64795	1.64814			6
2024.02.23	16:37:43.477	1.64797	1.64815			6
2024.02.23	16:37:43.578		1.64816			4
2024.02.23	16:37:43.696	1.64800				2
2024.02.23	16:37:43.797	1.64801				2
2024.02.23	16:37:43.898	1.64800				2
2024.02.23	16:37:44.002	1.64801	1.64817			6
2024.02.23	16:37:44.573	1.64798	1.64813			6
2024.02.23	16:37:46.333	1.64796	1.64812			6
2024.02.23	16:37:46.434	1.64797	1.64813			6
2024.02.23	16:37:46.541	1.64799	1.64814			6
2024.02.23	16:37:46.649	1.64797				2
2024.02.23	16:37:46.911	1.64799				2
2024.02.23	16:37:47.011	1.64797				2
2024.02.23	16:37:47.251	1.64796				2
2024.02.23	16:37:47.351	1.64794	1.64813			6
2024.02.23	16:37:47.520	1.64793				2
2024.02.23	16:37:47.747	1.64794				2
2024.02.23	16:37:48.068		1.64814			4
2024.02.23	16:37:48.173	1.64793				2
2024.02.23	16:37:48.281		1.64812			4
2024.02.23	16:37:48.506		1.64813			4
2024.02.23	16:37:48.758		1.64812			4
2024.02.23	16:37:50.039	1.64794	1.64813			6
2024.02.23	16:37:50.142	1.64792				2
2024.02.23	16:37:50.244	1.64793				2
2024.02.23	16:37:50.452		1.64812			4
2024.02.23	16:37:50.550		1.64813			4
2024.02.23	16:37:51.926	1.64794				2
2024.02.23	16:37:52.036	1.64792	1.64812			6
2024.02.23	16:37:52.146		1.64811			4
2024.02.23	16:37:52.280		1.64812			4
2024.02.23	16:37:52.381	1.64795				2
2024.02.23	16:37:52.490	1.64792	1.64811			6
2024.02.23	16:37:52.591		1.64812			4
2024.02.23	16:37:53.041		1.64813			4
2024.02.23	16:37:53.574	1.64793				2
2024.02.23	16:37:53.809	1.64792				2
2024.02.23	16:37:53.929	1.64794				2
2024.02.23	16:37:55.056	1.64792	1.64812			6
2024.02.23	16:37:55.258	1.64793				2
2024.02.23	16:37:55.474	1.64792				2
2024.02.23	16:37:55.577		1.64810			4
2024.02.23	16:37:55.722		1.64811			4
2024.02.23	16:37:55.823	1.64791	1.64812			6
2024.02.23	16:37:55.926	1.64793				2
2024.02.23	16:37:56.044	1.64791				2
2024.02.23	16:37:56.532	1.64792				2
2024.02.23	16:37:56.676		1.64811			4
2024.02.23	16:37:56.889		1.64813			4
2024.02.23	16:37:57.092	1.64793				2
2024.02.23	16:37:57.204	1.64792	1.64812			6
2024.02.23	16:37:57.714	1.64793				2
2024.02.23	16:37:57.944		1.64810			4
2024.02.23	16:37:58.054	1.64792	1.64811			6
2024.02.23	16:37:58.201	1.64791				2
2024.02.23	16:37:58.371	1.64793				2
2024.02.23	16:37:58.471		1.64812			4
2024.02.23	16:37:58.585	1.64795	1.64813			6
2024.02.23	16:37:59.224	1.64796				2
2024.02.23	16:37:59.328	1.64795				2
2024.02.23	16:37:59.551	1.64796	1.64814			6
2024.02.23	16:37:59.999	1.64795				2
2024.02.23	16:38:00.113	1.64796	1.64815			6
2024.02.23	16:38:00.335		1.64814			4
2024.02.23	16:38:00.822		1.64813			4
2024.02.23	16:38:01.032		1.64814			4
2024.02.23	16:38:01.369	1.64797	1.64815			6
2024.02.23	16:38:01.576	1.64796	1.64813			6
2024.02.23	16:38:01.861	1.64795				2
2024.02.23	16:38:01.968	1.64796				2
2024.02.23	16:38:02.070	1.64797				2
2024.02.23	16:38:02.176		1.64814			4
2024.02.23	16:38:02.306	1.64796				2
2024.02.23	16:38:02.425	1.64795				2
2024.02.23	16:38:02.883		1.64813			4
2024.02.23	16:38:02.987	1.64794				2
2024.02.23	16:38:03.221	1.64796	1.64814			6
