<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.02.06	22:58:00	18.84508	18.84728	18.84108	18.84193	74	0	344
2024.02.06	23:00:00	18.84193	18.84443	18.84178	18.84363	33	0	269
2024.02.06	23:02:00	18.84333	18.84333	18.83868	18.83953	35	0	379
2024.02.06	23:04:00	18.83983	18.84258	18.83803	18.84258	13	0	214
2024.02.06	23:06:00	18.84448	18.84588	18.84193	18.84378	77	0	284
2024.02.06	23:08:00	18.84388	18.84438	18.84218	18.84218	67	0	104
2024.02.06	23:10:00	18.84198	18.84198	18.84098	18.84168	21	0	364
2024.02.06	23:12:00	18.84148	18.84643	18.84120	18.84313	49	0	158
2024.02.06	23:14:00	18.84293	18.84513	18.84273	18.84513	37	0	286
2024.02.06	23:16:00	18.84493	18.84493	18.84027	18.84443	8	0	306
2024.02.06	23:18:00	18.84253	18.84258	18.83930	18.84228	14	0	389
2024.02.06	23:20:00	18.84378	18.84523	18.84378	18.84523	3	0	238
2024.02.06	23:22:00	18.84523	18.84523	18.84378	18.84378	4	0	272
2024.02.06	23:24:00	18.84378	18.84523	18.84378	18.84413	7	0	299
2024.02.06	23:26:00	18.84413	18.84503	18.84413	18.84503	8	0	328
2024.02.06	23:28:00	18.84503	18.84588	18.84298	18.84548	32	0	400
2024.02.06	23:30:00	18.84568	18.84568	18.84518	18.84533	7	0	564
2024.02.06	23:32:00	18.84578	18.84723	18.84578	18.84703	6	0	412
2024.02.06	23:34:00	18.84723	18.84723	18.84663	18.84663	18	0	407
2024.02.06	23:36:00	18.84643	18.84663	18.84238	18.84253	22	0	454
